CUI,edit_score,mesh,ont_source,pref_name,term
C0206645,5,"Fibroma, Desmoplastic",NCI,Desmoplastic Fibroma,Bone Desmoplastic Fibroma
C0206645,8,"Fibroma, Desmoplastic",NCI,Desmoplastic Fibroma,Desmoplastic Fibroma of Bone
C0206645,8,"Fibroma, Desmoplastic",NCI,Desmoplastic Fibroma,Osseous Desmoplastic Fibroma
C0206645,12,"Fibroma, Desmoplastic",NCI,Desmoplastic Fibroma,Desmoplastic Fibroma of the Bone
C0206645,14,"Fibroma, Desmoplastic",NCI,Desmoplastic Fibroma,Desmoid Tumor of Bone
C0206646,18,"Fibromatosis, Abdominal",NCI,"Fibromatosis, Abdominal",Abdominal Fibromatosis
C0206646,18,"Fibromatosis, Abdominal",NCI,"Fibromatosis, Abdominal",Abdominal Desmoid
C0206646,19,"Fibromatosis, Abdominal",NCI,"Fibromatosis, Abdominal",Abdominal Desmoid Tumor
C0206646,19,"Fibromatosis, Abdominal",NCI,"Fibromatosis, Abdominal",Intraabdominal Desmoid
C0206646,19,"Fibromatosis, Abdominal",NCI,"Fibromatosis, Abdominal",Mesenteric Desmoid
C0206646,20,"Fibromatosis, Abdominal",NCI,"Fibromatosis, Abdominal",Mesenteric Fibromatosis
C0206646,20,"Fibromatosis, Abdominal",NCI,"Fibromatosis, Abdominal",Intraabdominal Fibromatosis
C0206646,23,"Fibromatosis, Abdominal",NCI,"Fibromatosis, Abdominal",Intraabdominal Desmoid Tumor
C0206646,23,"Fibromatosis, Abdominal",NCI,"Fibromatosis, Abdominal",Mesenteric Desmoid Tumor
C0206646,26,"Fibromatosis, Abdominal",NCI,"Fibromatosis, Abdominal",Abdominal (Mesenteric) Fibromatosis
C0206648,0,Myofibromatosis,NCI,Myofibromatosis,Myofibromatosis
C0206648,10,Myofibromatosis,NCI,Myofibromatosis,Infantile Myofibromatosis
C0206648,13,Myofibromatosis,NCI,Myofibromatosis,Multicentric Myofibromatosis
C0206648,23,Myofibromatosis,NCI,Myofibromatosis,Infantile Hemangiopericytoma
C0206649,17,"Neoplasms, Fibroepithelial",NCI,"Neoplasms, Fibroepithelial",Fibroepithelial Tumor
C0206649,20,"Neoplasms, Fibroepithelial",NCI,"Neoplasms, Fibroepithelial",Fibroepithelial Neoplasm
C0206651,0,"Sarcoma, Clear Cell",NCI,Clear Cell Sarcoma of Soft Tissue,Clear Cell Sarcoma of Soft Tissue
C0206651,6,"Sarcoma, Clear Cell",NCI,Clear Cell Sarcoma of Soft Tissue,Clear Cell Sarcoma of Soft Parts
C0206651,19,"Sarcoma, Clear Cell",NCI,Clear Cell Sarcoma of Soft Tissue,Malignant Melanoma of Soft Parts
C0206651,23,"Sarcoma, Clear Cell",NCI,Clear Cell Sarcoma of Soft Tissue,Malignant Melanoma of the Soft Parts
C0206651,23,"Sarcoma, Clear Cell",NCI,Clear Cell Sarcoma of Soft Tissue,Chordoid Sarcoma
C0206652,16,"Sarcoma, Small Cell",NCI,"Sarcoma, Small Cell",Small Cell Sarcomas
C0206652,16,"Sarcoma, Small Cell",NCI,"Sarcoma, Small Cell",Small Cell Sarcoma
C0206653,0,Angiomyoma,NCI,Angiomyoma,Angiomyoma
C0206653,4,Angiomyoma,NCI,Angiomyoma,Angioleiomyoma
C0206653,11,Angiomyoma,NCI,Angiomyoma,Vascular Leiomyoma
C0206654,0,Leiomyomatosis,NCI,Leiomyomatosis,Leiomyomatosis
C0206655,0,"Rhabdomyosarcoma, Alveolar",NCI,Alveolar Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma
C0206655,22,"Rhabdomyosarcoma, Alveolar",NCI,Alveolar Rhabdomyosarcoma,Monomorphous Round Cell Rhabdomyosarcoma
C0206655,23,"Rhabdomyosarcoma, Alveolar",NCI,Alveolar Rhabdomyosarcoma,ARMS
C0206656,0,"Rhabdomyosarcoma, Embryonal",NCI,Embryonal Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma
C0206657,0,"Sarcoma, Alveolar Soft Part",NCI,Alveolar Soft Part Sarcoma,Alveolar Soft Part Sarcoma
C0206657,22,"Sarcoma, Alveolar Soft Part",NCI,Alveolar Soft Part Sarcoma,ASPS
C0206658,0,Smooth Muscle Tumor,NCI,Smooth Muscle Tumor,Smooth Muscle Tumor
C0206658,8,Smooth Muscle Tumor,NCI,Smooth Muscle Tumor,Smooth Muscle Neoplasm
C0206658,15,Smooth Muscle Tumor,NCI,Smooth Muscle Tumor,Tumor of Smooth Muscle
C0206658,18,Smooth Muscle Tumor,NCI,Smooth Muscle Tumor,Tumor of the Smooth Muscle
C0206658,18,Smooth Muscle Tumor,NCI,Smooth Muscle Tumor,Neoplasm of Smooth Muscle
C0206658,22,Smooth Muscle Tumor,NCI,Smooth Muscle Tumor,Neoplasm of the Smooth Muscle
C0206659,0,"Carcinoma, Embryonal",NCI,Embryonal Carcinoma,Embryonal Carcinoma
C0206660,0,Germinoma,NCI,Germinoma,Germinoma
C0206661,0,Gonadoblastoma,NCI,Gonadoblastoma,Gonadoblastoma
C0206663,11,"Neuroectodermal Tumors, Primitive",NCI,"Neuroectodermal Tumor, Primitive",Neuroectodermal Tumor
C0206663,14,"Neuroectodermal Tumors, Primitive",NCI,"Neuroectodermal Tumor, Primitive",Neuroectodermal Neoplasm
C0206663,21,"Neuroectodermal Tumors, Primitive",NCI,"Neuroectodermal Tumor, Primitive",Primitive Neuroectodermal Tumor
C0206663,22,"Neuroectodermal Tumors, Primitive",NCI,"Neuroectodermal Tumor, Primitive",Neuroepithelioma
C0206663,24,"Neuroectodermal Tumors, Primitive",NCI,"Neuroectodermal Tumor, Primitive",Primitive Neuroectodermal Neoplasm
C0206663,31,"Neuroectodermal Tumors, Primitive",NCI,"Neuroectodermal Tumor, Primitive",PNET
C0206664,0,Teratocarcinoma,NCI,Teratocarcinoma,Teratocarcinoma
C0206664,27,Teratocarcinoma,NCI,Teratocarcinoma,Mixed Embryonal Carcinoma and Teratoma
C0206666,26,"Trophoblastic Tumor, Placental Site",NCI,"Trophoblastic Tumor, Placental Site",Placental-Site GTT
C0206666,38,"Trophoblastic Tumor, Placental Site",NCI,"Trophoblastic Tumor, Placental Site",Placental-Site Gestational Trophoblastic Tumor
C0206666,38,"Trophoblastic Tumor, Placental Site",NCI,"Trophoblastic Tumor, Placental Site",Placental Site Gestational Trophoblastic Tumor
C0206666,41,"Trophoblastic Tumor, Placental Site",NCI,"Trophoblastic Tumor, Placental Site",Placental-Site Gestational Trophoblastic Neoplasm
C0206667,0,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Adrenal Cortical Adenoma
C0206667,4,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Adrenal Cortex Adenoma
C0206667,4,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Adrenocortical Adenoma
C0206667,8,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Adrenal Gland Adenoma
C0206667,9,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Adrenal Adenoma
C0206667,11,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Benign Adrenal Adenoma
C0206667,15,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Benign Adrenal Gland Adenoma
C0206667,17,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Adenoma of Adrenal Gland
C0206667,18,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Adenoma of Adrenal Cortex
C0206667,19,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Adenoma of the Adrenal Gland
C0206667,20,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Adenoma of the Adrenal Cortex
C0206667,23,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Benign Adenoma of Adrenal Gland
C0206667,26,Adrenocortical Adenoma,NCI,Adrenal Cortical Adenoma,Benign Adenoma of the Adrenal Gland
C0206669,0,"Adenoma, Liver Cell",NCI,Hepatocellular Adenoma,Hepatocellular Adenoma
C0206669,11,"Adenoma, Liver Cell",NCI,Hepatocellular Adenoma,Liver Cell Adenoma
C0206669,19,"Adenoma, Liver Cell",NCI,Hepatocellular Adenoma,Adenoma of Liver Cells
C0206669,20,"Adenoma, Liver Cell",NCI,Hepatocellular Adenoma,HCA
C0206669,21,"Adenoma, Liver Cell",NCI,Hepatocellular Adenoma,Adenoma of the Liver Cells
C0206672,0,Hidrocystoma,NCI,Hidrocystoma,Hidrocystoma
C0206672,1,Hidrocystoma,NCI,Hidrocystoma,Hydrocystoma
C0206673,0,Syringoma,NCI,Syringoma,Syringoma
C0206673,8,Syringoma,NCI,Syringoma,Eccrine Syringoma
C0206674,13,"Adenoma, Villous",NCI,"Adenoma, Villous",Villous Adenoma
C0206675,0,Adenomatoid Tumor,NCI,Adenomatoid Tumor,Adenomatoid Tumor
C0206675,15,Adenomatoid Tumor,NCI,Adenomatoid Tumor,Benign Mesothelial Tumor
C0206675,17,Adenomatoid Tumor,NCI,Adenomatoid Tumor,Benign Mesothelioma
C0206675,17,Adenomatoid Tumor,NCI,Adenomatoid Tumor,"Mesothelioma, Benign"
C0206675,19,Adenomatoid Tumor,ICD10CM,Adenomatoid Tumor,Benign mesothelioma NOS
C0206675,23,Adenomatoid Tumor,NCI,Adenomatoid Tumor,Benign Mesothelial Neoplasm
C0206675,23,Adenomatoid Tumor,NCI,Adenomatoid Tumor,Benign Tumor of Mesothelium
C0206675,25,Adenomatoid Tumor,NCI,Adenomatoid Tumor,Benign Neoplasm of Mesothelium
C0206675,26,Adenomatoid Tumor,NCI,Adenomatoid Tumor,Benign Tumor of the Mesothelium
C0206675,28,Adenomatoid Tumor,NCI,Adenomatoid Tumor,Benign Neoplasm of the Mesothelium
C0206675,33,Adenomatoid Tumor,NCI,Adenomatoid Tumor,Benign Localized Epithelial Mesothelioma
C0206676,20,"Adenomatosis, Pulmonary",NCI,"Adenomatosis, Pulmonary",Pulmonary Adenomatosis
C0206677,1,Adenomatous Polyps,NCI,Adenomatous Polyps,Adenomatous Polyp
C0206677,3,Adenomatous Polyps,ICD10CM,Adenomatous Polyps,adenomatous polyp
C0206677,16,Adenomatous Polyps,NCI,Adenomatous Polyps,Polypoid Adenoma
C0206680,15,"Mesothelioma, Cystic",NCI,"Mesothelioma, Cystic",Cystic Mesothelioma
C0206680,20,"Mesothelioma, Cystic",NCI,"Mesothelioma, Cystic",Intermediate Mesothelioma
C0206680,20,"Mesothelioma, Cystic",NCI,"Mesothelioma, Cystic",Multicystic Mesothelioma
C0206681,1,"Adenocarcinoma, Clear Cell",NCI,"Adenocarcinoma, Clear Cell",Adenocarcinoma Clear Cell
C0206681,16,"Adenocarcinoma, Clear Cell",NCI,"Adenocarcinoma, Clear Cell",Malignant Glandular Clear Cell
C0206681,20,"Adenocarcinoma, Clear Cell",NCI,"Adenocarcinoma, Clear Cell",Clear Cell Carcinoma
C0206681,22,"Adenocarcinoma, Clear Cell",NCI,"Adenocarcinoma, Clear Cell",Mesonephroid Clear Cell Carcinoma
C0206681,23,"Adenocarcinoma, Clear Cell",NCI,"Adenocarcinoma, Clear Cell",Clear Cell Adenocarcinoma
C0206681,27,"Adenocarcinoma, Clear Cell",NCI,"Adenocarcinoma, Clear Cell",Mesonephroid Clear Cell Adenocarcinoma
C0206682,0,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Thyroid Carcinoma
C0206682,6,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Thyroid Cancer
C0206682,6,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Thyroid Gland Carcinoma
C0206682,8,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Carcinoma
C0206682,8,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Adenocarcinoma
C0206682,16,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Thyroid Follicular Carcinoma
C0206682,16,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Cancer of Thyroid
C0206682,17,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Carcinoma of Thyroid
C0206682,18,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Cancer of the Thyroid
C0206682,18,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Cancer of Thyroid Gland
C0206682,20,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Thyroid Gland Follicular Carcinoma
C0206682,21,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Carcinoma of the Thyroid
C0206682,21,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Cancer of the Thyroid Gland
C0206682,21,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Carcinoma of Thyroid Gland
C0206682,25,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Well-Differentiated Follicular Carcinoma
C0206682,25,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Follicular Carcinoma of the Thyroid Gland
C0206682,25,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,FTC
C0206682,28,"Adenocarcinoma, Follicular",NCI,Follicular Thyroid Carcinoma,Well-Differentiated Follicular Adenocarcinoma
C0206683,0,"Carcinoma, Papillary, Follicular",NCI,Papillary and Follicular Adenocarcinoma,Papillary and Follicular Adenocarcinoma
C0206683,6,"Carcinoma, Papillary, Follicular",NCI,Papillary and Follicular Adenocarcinoma,Papillary and Follicular Carcinoma
C0206683,20,"Carcinoma, Papillary, Follicular",NCI,Papillary and Follicular Adenocarcinoma,Thyroid Gland Papillary and Follicular Carcinoma
C0206684,6,"Adenocarcinoma, Sebaceous",NCI,Sebaceous Adenocarcinoma,Sebaceous Carcinoma
C0206684,6,"Adenocarcinoma, Sebaceous",NCI,Sebaceous Adenocarcinoma,Sebaceous Gland Carcinoma
C0206684,23,"Adenocarcinoma, Sebaceous",NCI,Sebaceous Adenocarcinoma,Carcinoma of Sebaceous Gland
C0206684,27,"Adenocarcinoma, Sebaceous",NCI,Sebaceous Adenocarcinoma,Carcinoma of the Sebaceous Gland
C0206685,0,"Carcinoma, Acinar Cell",NCI,Acinar Cell Carcinoma,Acinar Cell Carcinoma
C0206685,2,"Carcinoma, Acinar Cell",NCI,Acinar Cell Carcinoma,Acinic Cell Carcinoma
C0206685,5,"Carcinoma, Acinar Cell",NCI,Acinar Cell Carcinoma,Acinar Carcinoma
C0206685,6,"Carcinoma, Acinar Cell",NCI,Acinar Cell Carcinoma,Acinar Adenocarcinoma
C0206685,6,"Carcinoma, Acinar Cell",NCI,Acinar Cell Carcinoma,Acinar Cell Adenocarcinoma
C0206685,8,"Carcinoma, Acinar Cell",NCI,Acinar Cell Carcinoma,Acinic Cell Adenocarcinoma
C0206686,0,Adrenocortical Carcinoma,NCI,Adrenocortical Carcinoma,Adrenocortical Carcinoma
C0206686,4,Adrenocortical Carcinoma,NCI,Adrenocortical Carcinoma,Adrenal Cortical Carcinoma
C0206686,8,Adrenocortical Carcinoma,NCI,Adrenocortical Carcinoma,Adrenal Cortex Carcinoma
C0206686,10,Adrenocortical Carcinoma,NCI,Adrenocortical Carcinoma,Adrenal Cortical Adenocarcinoma
C0206686,13,Adrenocortical Carcinoma,NCI,Adrenocortical Carcinoma,Adrenal Cortex Adenocarcinoma
C0206686,14,Adrenocortical Carcinoma,NCI,Adrenocortical Carcinoma,Adrenal Cortex Cancer
C0206686,21,Adrenocortical Carcinoma,NCI,Adrenocortical Carcinoma,Carcinoma of Adrenal Cortex
C0206686,24,Adrenocortical Carcinoma,NCI,Adrenocortical Carcinoma,Carcinoma of the Adrenal Cortex
C0206687,20,"Carcinoma, Endometrioid",NCI,"Carcinoma, Endometrioid",Endometrioid Carcinoma
C0206687,23,"Carcinoma, Endometrioid",NCI,"Carcinoma, Endometrioid",Endometrioid Adenocarcinoma
C0206687,27,"Carcinoma, Endometrioid",NCI,"Carcinoma, Endometrioid",Female Reproductive Endometrioid Carcinoma
C0206687,39,"Carcinoma, Endometrioid",NCI,"Carcinoma, Endometrioid",Endometrioid Carcinoma of Female Reproductive System
C0206687,42,"Carcinoma, Endometrioid",NCI,"Carcinoma, Endometrioid",Endometrioid Carcinoma of the Female Reproductive System
C0206692,17,"Carcinoma, Lobular",NCI,"Carcinoma, Lobular",Lobular Carcinoma
C0206692,17,"Carcinoma, Lobular",NCI,"Carcinoma, Lobular",Lobular Carcinoma of Breast
C0206692,18,"Carcinoma, Lobular",NCI,"Carcinoma, Lobular",Lobular Adenocarcinoma
C0206692,20,"Carcinoma, Lobular",NCI,"Carcinoma, Lobular",Lobular Carcinoma of the Breast
C0206692,21,"Carcinoma, Lobular",NCI,"Carcinoma, Lobular",Lobular Breast Carcinoma
C0206693,5,"Carcinoma, Medullary",NCI,Medullary Carcinoma,"Medullary Carcinoma, NOS"
C0206693,25,"Carcinoma, Medullary",NCI,Medullary Carcinoma,"Medullary Carcinoma, Not Otherwise Specified"
C0206694,0,"Carcinoma, Mucoepidermoid",NCI,Mucoepidermoid Carcinoma,Mucoepidermoid Carcinoma
C0206694,22,"Carcinoma, Mucoepidermoid",NCI,Mucoepidermoid Carcinoma,MEC
C0206695,21,"Carcinoma, Neuroendocrine",NCI,"Carcinoma, Neuroendocrine",Neuroendocrine Carcinoma
C0206695,24,"Carcinoma, Neuroendocrine",NCI,"Carcinoma, Neuroendocrine",NEC
C0206696,21,"Carcinoma, Signet Ring Cell",NCI,"Carcinoma, Signet Ring Cell",Signet Ring Cell Carcinoma
C0206696,26,"Carcinoma, Signet Ring Cell",NCI,"Carcinoma, Signet Ring Cell",Signet Ring Cell Adenocarcinoma
C0206697,3,"Carcinoma, Skin Appendage",NCI,"Carcinoma, Skin Appendage",Carcinoma of Skin Appendage
C0206697,11,"Carcinoma, Skin Appendage",NCI,"Carcinoma, Skin Appendage",Carcinoma of Adnexa
C0206697,21,"Carcinoma, Skin Appendage",NCI,"Carcinoma, Skin Appendage",Skin Appendage Carcinoma
C0206697,21,"Carcinoma, Skin Appendage",NCI,"Carcinoma, Skin Appendage",Adnexal Carcinoma
C0206698,0,Cholangiocarcinoma,ICD10CM,Cholangiocarcinoma,Cholangiocarcinoma
C0206698,0,Cholangiocarcinoma,NCI,Cholangiocarcinoma,Cholangiocarcinoma
C0206698,9,Cholangiocarcinoma,NCI,Cholangiocarcinoma,Cholangiocellular Carcinoma
C0206698,17,Cholangiocarcinoma,NCI,Cholangiocarcinoma,CC
C0206699,19,"Cystadenocarcinoma, Mucinous",NCI,"Cystadenocarcinoma, Mucinous",Mucinous Cystadenocarcinoma
C0206699,22,"Cystadenocarcinoma, Mucinous",NCI,"Cystadenocarcinoma, Mucinous",Pseudomucinous Adenocarcinoma
C0206699,25,"Cystadenocarcinoma, Mucinous",NCI,"Cystadenocarcinoma, Mucinous",Pseudomucinous Cystadenocarcinoma
C0206700,21,"Cystadenocarcinoma, Papillary",NCI,"Cystadenocarcinoma, Papillary",Papillary Cystadenocarcinoma
C0206701,15,"Cystadenocarcinoma, Serous",NCI,"Cystadenocarcinoma, Serous",Serous Cystadenocarcinoma
C0206701,15,"Cystadenocarcinoma, Serous",NCI,"Cystadenocarcinoma, Serous",Serous Adenocarcinoma
C0206702,0,Klatskin Tumor,NCI,Klatskin Tumor,Klatskin Tumor
C0206702,12,Klatskin Tumor,NCI,Klatskin Tumor,Hilar CC
C0206702,20,Klatskin Tumor,NCI,Klatskin Tumor,Hilar Cholangiocarcinoma
C0206703,0,"Carcinoma, Giant Cell",NCI,"Carcinoma, Giant Cell","Carcinoma, Giant Cell"
C0206703,19,"Carcinoma, Giant Cell",NCI,"Carcinoma, Giant Cell",Giant Cell Carcinoma
C0206704,0,"Carcinoma, Large Cell",NCI,"Carcinoma, Large Cell","Carcinoma, Large Cell"
C0206704,16,"Carcinoma, Large Cell",NCI,"Carcinoma, Large Cell",Large Cell Carcinoma
C0206706,0,"Carcinoma, Verrucous",NCI,Verrucous Carcinoma,Verrucous Carcinoma
C0206706,9,"Carcinoma, Verrucous",NCI,Verrucous Carcinoma,Verrucous Squamous Carcinoma
C0206706,11,"Carcinoma, Verrucous",NCI,Verrucous Carcinoma,Verrucous Epidermoid Carcinoma
C0206706,14,"Carcinoma, Verrucous",NCI,Verrucous Carcinoma,Verrucous Squamous Cell Carcinoma
C0206706,16,"Carcinoma, Verrucous",NCI,Verrucous Carcinoma,Verrucous Epidermoid Cell Carcinoma
C0206708,0,Cervical Intraepithelial Neoplasia,NCI,Cervical Intraepithelial Neoplasia,Cervical Intraepithelial Neoplasia
C0206708,3,Cervical Intraepithelial Neoplasia,NCI,Cervical Intraepithelial Neoplasia,Cervix Intraepithelial Neoplasia
C0206708,7,Cervical Intraepithelial Neoplasia,NCI,Cervical Intraepithelial Neoplasia,Cervix Uteri Intraepithelial Neoplasia
C0206708,11,Cervical Intraepithelial Neoplasia,NCI,Cervical Intraepithelial Neoplasia,Uterine Cervix Intraepithelial Neoplasia
C0206708,19,Cervical Intraepithelial Neoplasia,NCI,Cervical Intraepithelial Neoplasia,Cervical Dysplasia
C0206708,19,Cervical Intraepithelial Neoplasia,NCI,Cervical Intraepithelial Neoplasia,Intraepithelial Neoplasia of Cervix
C0206708,23,Cervical Intraepithelial Neoplasia,NCI,Cervical Intraepithelial Neoplasia,Intraepithelial Neoplasia of the Cervix
C0206708,25,Cervical Intraepithelial Neoplasia,NCI,Cervical Intraepithelial Neoplasia,Intraepithelial Neoplasia of Cervix Uteri
C0206708,27,Cervical Intraepithelial Neoplasia,NCI,Cervical Intraepithelial Neoplasia,Intraepithelial Neoplasia of Uterine Cervix
C0206708,29,Cervical Intraepithelial Neoplasia,NCI,Cervical Intraepithelial Neoplasia,Intraepithelial Neoplasia of the Cervix Uteri
C0206708,31,Cervical Intraepithelial Neoplasia,NCI,Cervical Intraepithelial Neoplasia,CIN
C0206708,31,Cervical Intraepithelial Neoplasia,NCI,Cervical Intraepithelial Neoplasia,Intraepithelial Neoplasia of the Uterine Cervix
C0206709,15,"Cystadenoma, Serous",NCI,"Cystadenoma, Serous",Serous Cystadenoma
C0206709,16,"Cystadenoma, Serous",NCI,"Cystadenoma, Serous",Serous Cystoma
C0206710,0,"Neoplasms, Basal Cell",NCI,Basal Cell Neoplasm,Basal Cell Neoplasm
C0206710,8,"Neoplasms, Basal Cell",NCI,Basal Cell Neoplasm,Basal Cell Tumor
C0206711,0,Pilomatrixoma,NCI,Pilomatrixoma,Pilomatrixoma
C0206711,1,Pilomatrixoma,NCI,Pilomatrixoma,Pilomatricoma
C0206711,7,Pilomatrixoma,NCI,Pilomatrixoma,Benign Pilomatrixoma
C0206711,8,Pilomatrixoma,NCI,Pilomatrixoma,Benign Pilomatricoma
C0206711,29,Pilomatrixoma,NCI,Pilomatrixoma,Calcifying Epithelioma of Malherbe
C0206713,19,"Papilloma, Intraductal",NCI,"Papilloma, Intraductal",Ductal Papilloma
C0206713,20,"Papilloma, Intraductal",NCI,"Papilloma, Intraductal",Intraductal Papilloma
C0206713,20,"Papilloma, Intraductal",NCI,"Papilloma, Intraductal",Duct Adenoma
C0206715,5,"Neoplasms, Neuroepithelial",NCI,"Neoplasms, Neuroepithelial",Neoplasm of Neuroepithelium
C0206715,9,"Neoplasms, Neuroepithelial",NCI,"Neoplasms, Neuroepithelial",Neoplasm of the Neuroepithelium
C0206715,10,"Neoplasms, Neuroepithelial",NCI,"Neoplasms, Neuroepithelial",Neoplasm of Neuroepithelial Tissue
C0206715,12,"Neoplasms, Neuroepithelial",NCI,"Neoplasms, Neuroepithelial",Tumor of Neuroepithelium
C0206715,13,"Neoplasms, Neuroepithelial",NCI,"Neoplasms, Neuroepithelial",Tumor of the Neuroepithelium
C0206715,17,"Neoplasms, Neuroepithelial",NCI,"Neoplasms, Neuroepithelial",Neuroepithelial Tumor
C0206715,17,"Neoplasms, Neuroepithelial",NCI,"Neoplasms, Neuroepithelial",Tumor of Neuroepithelial Tissue
C0206715,18,"Neoplasms, Neuroepithelial",NCI,"Neoplasms, Neuroepithelial",Neuroepithelial Tumors
C0206715,20,"Neoplasms, Neuroepithelial",NCI,"Neoplasms, Neuroepithelial",Neuroepithelial Neoplasm
C0206715,21,"Neoplasms, Neuroepithelial",NCI,"Neoplasms, Neuroepithelial",Neuroepithelial Neoplasms
C0206715,24,"Neoplasms, Neuroepithelial",NCI,"Neoplasms, Neuroepithelial",Neuroepithelial Tissue Neoplasm
C0206715,24,"Neoplasms, Neuroepithelial",NCI,"Neoplasms, Neuroepithelial",Neuroepithelial Tissue Tumor
C0206716,0,Ganglioglioma,NCI,Ganglioglioma,Ganglioglioma
C0206717,0,"Esthesioneuroblastoma, Olfactory",NCI,Olfactory Neuroblastoma,Olfactory Neuroblastoma
C0206717,8,"Esthesioneuroblastoma, Olfactory",NCI,Olfactory Neuroblastoma,Olfactory Neuroepithelioma
C0206717,9,"Esthesioneuroblastoma, Olfactory",NCI,Olfactory Neuroblastoma,Olfactory Esthesioneuroblastoma
C0206717,11,"Esthesioneuroblastoma, Olfactory",NCI,Olfactory Neuroblastoma,Esthesioneuroblastoma
C0206717,16,"Esthesioneuroblastoma, Olfactory",NCI,Olfactory Neuroblastoma,Paranasal Sinus Olfactory Neuroblastoma
C0206717,19,"Esthesioneuroblastoma, Olfactory",NCI,Olfactory Neuroblastoma,Esthesioneuroepithelioma
C0206717,21,"Esthesioneuroblastoma, Olfactory",NCI,Olfactory Neuroblastoma,Accessory Sinus Esthesioneuroblastoma
C0206717,23,"Esthesioneuroblastoma, Olfactory",NCI,Olfactory Neuroblastoma,Paranasal Sinus Esthesioneuroblastoma
C0206717,30,"Esthesioneuroblastoma, Olfactory",NCI,Olfactory Neuroblastoma,Esthesioneuroblastoma of Paranasal Sinus
C0206717,30,"Esthesioneuroblastoma, Olfactory",NCI,Olfactory Neuroblastoma,Esthesioneuroblastoma of Accessory Sinus
C0206717,34,"Esthesioneuroblastoma, Olfactory",NCI,Olfactory Neuroblastoma,Esthesioneuroblastoma of the Paranasal Sinus
C0206717,34,"Esthesioneuroblastoma, Olfactory",NCI,Olfactory Neuroblastoma,Esthesioneuroblastoma of the Accessory Sinus
C0206718,0,Ganglioneuroblastoma,NCI,Ganglioneuroblastoma,Ganglioneuroblastoma
C0206720,1,"Neoplasms, Squamous Cell",NCI,Squamous Cell Neoplasms,Squamous Cell Neoplasm
C0206720,9,"Neoplasms, Squamous Cell",NCI,Squamous Cell Neoplasms,Squamous Cell Tumor
C0206720,9,"Neoplasms, Squamous Cell",NCI,Squamous Cell Neoplasms,Epidermoid Cell Neoplasm
C0206720,17,"Neoplasms, Squamous Cell",NCI,Squamous Cell Neoplasms,Epidermoid Cell Tumor
C0206721,0,"Papilloma, Inverted",NCI,Inverted Papilloma,Inverted Papilloma
C0206724,0,Sex Cord-Gonadal Stromal Tumors,NCI,Sex Cord-Stromal Tumor,Sex Cord-Stromal Tumor
C0206724,8,Sex Cord-Gonadal Stromal Tumors,NCI,Sex Cord-Stromal Tumor,Sex Cord-Stromal Neoplasm
C0206725,0,"Glioma, Subependymal",NCI,Subependymal Glioma,Subependymal Glioma
C0206725,6,"Glioma, Subependymal",NCI,Subependymal Glioma,Subependymoma
C0206725,8,"Glioma, Subependymal",NCI,Subependymal Glioma,Subependymal Astrocytoma
C0206725,17,"Glioma, Subependymal",NCI,Subependymal Glioma,WHO Grade I Ependymal Tumor
C0206725,19,"Glioma, Subependymal",NCI,Subependymal Glioma,WHO Grade I Ependymal Neoplasm
C0206726,0,Gliosarcoma,NCI,Gliosarcoma,Gliosarcoma
