ROW_ID,ROW_VERSION,CSBC PSON Center,Consortium,PubMed,Journal,Publication Year,Title,Authors,Grant,Tool link,Other Data Location,SRA URLs,dbGaP URLs,GEO URLs,Synapse Location,Keywords,Abstract,grantType,datasets,studies,tissue_or_organ,diseaseType,experimentalStrategy,featured,dataset name,study name,doi,site,institution,Theme,modifiedOn,tissue_or_organ.sv,diseaseType.sv,experimentalStrategy.sv,Theme.sv,annotated.by,study.number,grantNumber,centerName
4763,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29178811,Nano Lett,2018,Cell-Extracellular Matrix Mechanobiology: Forceful Tools and Emerging Needs for Basic and Translational Research,"Holle AW, Young JL, Van Vliet KJ, Kamm RD, Discher D, Janmey P, Spatz JP, Saif T",U54 CA193417,,,,,,,ECM,,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,ECM,Center,,CA193417,Physical Science Oncology Center at Penn
4764,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28468803,Proc Natl Acad Sci U S A,2018,Multiscale model predicts increasing focal adhesion size with decreasing stiffness in fibrous matrices,"Cao X, Ban E, Baker BM, Lin Y, Burdick JA, Chen CS, Shenoy VB",U54 CA193417,,,,,,,"matrix stiffness, mechanosensing, focal adhesion, cell contractility, matrix physical remodeling, Rho pathway, mathematical modeling",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,microenvironment,,Not Applicable,,,"matrix stiffness, mechanosensing, focal adhesion, cell contractility, matrix physical remodeling, Rho pathway, mathematical modeling",Center,,CA193417,Physical Science Oncology Center at Penn
4765,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28829941,Dev Cell,2017,Optimal Contractile Forces for a Mesenchymal Engine,"Discher DE, Dooling LJ",U54 CA193417,,,,,,,,,U54,,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,Not Applicable,,,,Center,3,CA193417,Physical Science Oncology Center at Penn
4766,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28810736,Langmuir,2019,Microstructure of Flow-Driven Suspension of Hardspheres in Cylindrical Confinement: A Dynamical Density Functional Theory and Monte Carlo Study,"Yu HY, Jabeen Z, Eckmann DM, Ayyaswamy PS, Radhakrishnan R",U54 CA193417,,,,,,,"mathematical modeling, density functional theory, Monte Carlo simulation, fluid flow, confinement",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,"mathematical modeling, density functional theory, Monte Carlo simulation, fluid flow, confinement",Center,2,CA193417,Physical Science Oncology Center at Penn
4767,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28522599,J Leukoc Biol,2017,"Engineering macrophages to eat cancer: from ""marker of self"" CD47 and phagocytosis to differentiation","Alvey C, Discher DE",U54 CA193417,,,,,,,,,U54,,,Bone marrow,Not Applicable,Phagocytosis Assay,,,,,,,,,Bone marrow,,,,Center,3,CA193417,Physical Science Oncology Center at Penn
4768,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28805800,Nat Chem Biol,2017,Optogenetic control of kinetochore function,"Zhang H, Aonbangkhen C, Tarasovetc EV, Ballister ER, Chenoweth DM, Lampson MA",U54 CA193417,,,,,,,"optogenetic control, kinetochores, checkpoint, molecular motors, imaging, confocal microscopy",,U54,,,Not Applicable,Not Applicable,Optogenetic Assay,,,,,,,,,Not Applicable,,,"optogenetic control, kinetochores, checkpoint, molecular motors, imaging, confocal microscopy",Center,,CA193417,Physical Science Oncology Center at Penn
4770,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27531962,Proc Natl Acad Sci U S A,2018,Curvature-undulation coupling as a basis for curvature sensing and generation in bilayer membranes,"Bradley RP, Radhakrishnan R",U54 CA193417,,,,,,,"coarse-grained molecular dynamics, curvature-inducing proteins, equipartition, fluctuation analysis, membrane undulations",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,"coarse-grained molecular dynamics, curvature-inducing proteins, equipartition, fluctuation analysis, membrane undulations",Center,2,CA193417,Physical Science Oncology Center at Penn
4771,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28532215,Annu Rev Biophys,2017,"Matrix Mechanosensing: From Scaling Concepts in 'Omics Data to Mechanisms in the Nucleus, Regeneration, and Cancer","Discher DE, Smith L, Cho S, Colasurdo M, Garca AJ, Safran S",U54 CA193417,,,,,,,"polymer physics, collagen, lamins, myosin, contractility, epigenetics, mechanosensing, matrix stiffness, review, lamin A",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,"polymer physics, collagen, lamins, myosin, contractility, epigenetics, mechanosensing, matrix stiffness, review, lamin A",Center,3,CA193417,Physical Science Oncology Center at Penn
4772,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28669759,Curr Biol,2018,"SIRPA-Inhibited, Marrow-Derived Macrophages Engorge, Accumulate, and Differentiate in Antibody-Targeted Regression of Solid Tumors","Alvey CM, Spinler KR, Irianto J, Pfeifer CR, Hayes B, Xia Y, Cho S, Dingal PCPD, Hsu J, Smith L, Tewari M, Discher DE",U54 CA193417,,,,,,,,,U54,,,Bone marrow,Not Applicable,Unspecified; Phagocytosis Assay,,,,,,,tumor-immune,,Bone marrow,,,,Center,3,CA193417,Physical Science Oncology Center at Penn
4773,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28566555,Mol Biol Cell,2017,Cross-linked matrix rigidity and soluble retinoids synergize in nuclear lamina regulation of stem cell differentiation,"Ivanovska IL, Swift J, Spinler K, Dingal D, Cho S, Discher DE",U54 CA193417,,,,,,,"matrix stiffness, lamin A, stem cell differentiation, atomic force microscopy",,U54,,,Not Applicable,Not Applicable,Proteomics Assay,,,,,,,microenvironment,,Not Applicable,,,"matrix stiffness, lamin A, stem cell differentiation, atomic force microscopy",Center,3,CA193417,Physical Science Oncology Center at Penn
4774,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28569910,Phys Chem Chem Phys,2018,Cations induce shape remodeling of negatively charged phospholipid membranes,"Graber ZT, Shi Z, Baumgart T",U54 CA193417,,,,,,,"membrane structure, Ca2+, imaging, confocal microscopy",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,"membrane structure, Ca2+, imaging, confocal microscopy",Center,,CA193417,Physical Science Oncology Center at Penn
4775,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28587976,Semin Cell Dev Biol,2018,"Mechanosensing of matrix by stem cells: From matrix heterogeneity, contractility, and the nucleus in pore-migration to cardiogenesis and muscle stem cells in vivo","Smith L, Cho S, Discher DE",U54 CA193417,,,,,,,"matrix elasticity, matrix stiffness, nucleus, lamin A, lamin C, Myosin-II, review, mechanosensing",,U54,,,Not Applicable,Not Applicable,Cell Migration Assay,,,,,,,,,Not Applicable,,,"matrix elasticity, matrix stiffness, nucleus, lamin A, lamin C, Myosin-II, review, mechanosensing",Center,3,CA193417,Physical Science Oncology Center at Penn
4776,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28591600,Biophys J,2017,Elastic-Fluid Model for DNA Damage and Mutation from Nuclear Fluid Segregation Due to Cell Migration,"Bennett RR, Pfeifer CR, Irianto J, Xia Y, Discher DE, Liu AJ",U54 CA193417,,,,,,,"DNA damage, nuclear deformation, migration, mathematical modeling, constriction",,U54,,,Brain,Not Applicable,Mathematical Modeling,,,,,,,metastasis,,Brain,,,"DNA damage, nuclear deformation, migration, mathematical modeling, constriction",Center,3,CA193417,Physical Science Oncology Center at Penn
4777,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26760315,Soft Matter,2016,Response of biopolymer networks governed by the physical properties of cross-linking molecules,"Wei X, Zhu Q, Qian J, Lin Y, Shenoy VB",U54 CA193417,,,,,,,"cross-linking, molecular dynamics, finite element-Langevin dynamics",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,"cross-linking, molecular dynamics, finite element-Langevin dynamics",Center,,CA193417,Physical Science Oncology Center at Penn
4778,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27671239,Sci Rep,2018,Matrix viscoplasticity and its shielding by active mechanics in microtissue models: experiments and mathematical modeling,"Liu AS, Wang H, Copeland CR, Chen CS, Shenoy VB, Reich DH",U54 CA193417,,,,,,,"mathematical modeling, extracellular matrix, magnetic tweezers",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,,Center,,CA193417,Physical Science Oncology Center at Penn
4779,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27070691,Cancer Cell,2016,Deletion Mutations Keep Kinase Inhibitors in the Loop,"Freed DM, Park JH, Radhakrishnan R, Lemmon MA",U54 CA193417,,,,,,,"BRAF, EGFR, HER2, resistance, kinase inhibitors",,U54,,,Not Applicable,Not Applicable,Dideoxy Chain Termination DNA Sequencing,,,,,,,drug resistance/sensitivity,,Not Applicable,,,"BRAF, EGFR, HER2, resistance, kinase inhibitors",Center,2,CA193417,Physical Science Oncology Center at Penn
4781,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29116056,Phys Biol,2018,Excess area dependent scaling behavior of nano-sized membrane tethers,"Natesan R, Sreeja KK, Roychoudhuri A, Eckmann DM, Ayyaswamy PS, Baumgart T, Pucadyil T, Patil SV, Weaver VM, Radhakrishnan R",U54 CA193417,,,,,,,"atomic force microscopy, simulation, mathematical modeling, cellular membrane",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,"atomic force microscopy, simulation, mathematical modeling, cellular membrane",Center,2,CA193417,Physical Science Oncology Center at Penn
4782,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27872289,Proc Natl Acad Sci U S A,2018,Fibrous nonlinear elasticity enables positive mechanical feedback between cells and ECMs,"Hall MS, Alisafaei F, Ban E, Feng X, Hui CY, Shenoy VB, Wu M",U54 CA193417,,,,,,,"3D cell traction force microscopy, cell traction force, cell?ECM interaction, collagen, fibrous nonlinear elasticity, traction force microscopy, extracellular matrix, breast cancer, imaging, brightfield microscopy",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,"3D cell traction force microscopy, cell traction force, cell?ECM interaction, collagen, fibrous nonlinear elasticity, traction force microscopy, extracellular matrix, breast cancer, imaging, brightfield microscopy",Center,,CA193417,Physical Science Oncology Center at Penn
4783,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27177319,Nanomedicine (Lond),2017,Filomicelles from aromatic diblock copolymers increase paclitaxel-induced tumor cell death and aneuploidy compared with aliphatic copolymers,"Nair PR, Karthick SA, Spinler KR, Vakili MR, Lavasanifar A, Discher DE",U54 CA193417,,,,,,,"cylinder micelle, cytokinesis, drug delivery, worm micelle",,U54,,,"Lung, NOS",Not Applicable,Colorimetric Cell Viability Assay,,,,,,,,,"Lung, NOS",,,,Center,3,CA193417,Physical Science Oncology Center at Penn
4784,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27705776,Biophys J,2017,A Chemomechanical Model for Nuclear Morphology and Stresses during Cell Transendothelial Migration,"Cao X, Moeendarbary E, Isermann P, Davidson PM, Wang X, Chen MB, Burkart AK, Lammerding J, Kamm RD, Shenoy VB",U54 CA193417,,,,,,,"nuclear envelope, constriction, rupture, mathematical modeling, atomic force microscopy",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,metastasis,,Not Applicable,,,"nuclear envelope, constriction, rupture, mathematical modeling, atomic force microscopy",Center,,CA193417,Physical Science Oncology Center at Penn
4785,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27315485,Cell,2017,SnapShot: Mechanosensing Matrix,"Irianto J, Pfeifer CR, Xia Y, Discher DE",U54 CA193417,,,,,,,"stiffness, mechanosensing, extracellular matrix, review",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,"stiffness, mechanosensing, extracellular matrix, review",Center,3,CA193417,Physical Science Oncology Center at Penn
4786,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27087801,Adv Planar Lipid Bilayers Liposomes,2018,Phenomenology based multiscale models as tools to understand cell membrane and organelle morphologies,"Ramakrishnan N, Radhakrishnan R",U54 CA193417,,,,,,,"Helfrich Hamiltonian, Monte Carlo, cell membrane, continuum models, curvature remodeling, detailed balance, fission and fusion, lipid bilayer, self-assembly, triangulated surfaces",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,,Center,2,CA193417,Physical Science Oncology Center at Penn
4787,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27806264,Biophys J,2017,Membrane Shape Instability Induced by Protein Crowding,"Chen Z, Atefi E, Baumgart T",U54 CA193417,,,,,,,"protein crowding, mathematical modeling",,U54,,,Not Applicable,Not Applicable,Confocal Microscopy,,,,,,,microenvironment,,Not Applicable,,,"protein crowding, mathematical modeling",Center,,CA193417,Physical Science Oncology Center at Penn
4788,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27799529,Proc Natl Acad Sci U S A,2018,Mapping intracellular mechanics on micropatterned substrates,"Mandal K, Asnacios A, Goud B, Manneville JB",U54 CA193417,,,,,,,"cancer, cytoskeleton, microrheology, optical tweezers, viscoelasticity, experimental method, mathematical analysis",,U54,,,Not Applicable,Not Applicable,Rheology,,,,,,,,,Not Applicable,,,"cancer, cytoskeleton, microrheology, optical tweezers, viscoelasticity, experimental method, mathematical analysis",Center,,CA193417,Physical Science Oncology Center at Penn
4789,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27935261,Cytoskeleton (Hoboken),2017,Matrix rigidity regulates microtubule network polarization in migration,"Raab M, Discher DE",U54 CA193417,,,,,,,"matrix stiffness, microtubules, migration, polarity",,U54,,,Bone marrow,Not Applicable,Cell Migration Assay,,,,,,,,,Bone marrow,,,"matrix stiffness, microtubules, migration, polarity",Center,3,CA193417,Physical Science Oncology Center at Penn
4790,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27457951,Proc Natl Acad Sci U S A,2018,Mechanical signaling coordinates the embryonic heartbeat,"Chiou KK, Rocks JW, Chen CY, Cho S, Merkus KE, Rajaratnam A, Robison P, Tewari M, Vogel K, Majkut SF, Prosser BL, Discher DE, Liu AJ",U54 CA193417,,,,,,,"cardiac development, excitable media, heartbeat, mechanotransduction, reaction?diffusion, mathematical modeling",,U54,,,Not Applicable,Not Applicable,Tandem Mass Spectrometry,,,,,,,,,Not Applicable,,,"cardiac development, excitable media, heartbeat, mechanotransduction, reaction?diffusion, mathematical modeling",Center,3,CA193417,Physical Science Oncology Center at Penn
4791,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27616867,Int J Adv Eng Sci Appl Math,2018,Thermodynamic free energy methods to investigate shape transitions in bilayer membranes,"Ramakrishnan N, Tourdot RW, Radhakrishnan R",U54 CA193417,,,,,,,"end-point-catastrophe, free energy techniques, thermodynamic integration, umbrella sampling, Widom insertion, Monte Carlo",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,"end-point-catastrophe, free energy techniques, thermodynamic integration, umbrella sampling, Widom insertion, Monte Carlo",Center,2,CA193417,Physical Science Oncology Center at Penn
4792,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26967284,Cell,2016,The Dark Side of Cell Signaling: Positive Roles for Negative Regulators,"Lemmon MA, Freed DM, Schlessinger J, Kiyatkin A",U54 CA193417,,,,,,,"cell signaling, negative regulation, review",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,"cell signaling, negative regulation, review",Center,,CA193417,Physical Science Oncology Center at Penn
4793,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27570565,Cell Mol Bioeng,2019,Nuclear lamins in cancer,"Irianto J, Pfeifer CR, Ivanovska IL, Swift J, Discher DE",U54 CA193417,,,,,,,"LADs, nuclear lamina, SRF, YAP/TAZ, cancer, homeostasis, mechanotransduction, mechanosensing, nuclear organization, review",,U54,,,Not Applicable,Not Applicable,Unspecified,,,,,,,microenvironment,,Not Applicable,,,"LADs, nuclear lamina, SRF, YAP/TAZ, cancer, homeostasis, mechanotransduction, mechanosensing, nuclear organization, review",Center,3,CA193417,Physical Science Oncology Center at Penn
4794,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28043971,J Cell Biol,2017,Mechanosensing by the nucleus: From pathways to scaling relationships,"Cho S, Irianto J, Discher DE",U54 CA193417,,,,,,,"mechanosensing, review, chromosome organization",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling; Mathematical Modeling,,,,,,,,,Not Applicable,,,"mechanosensing, review, chromosome organization",Center,3,CA193417,Physical Science Oncology Center at Penn
4795,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26855753,Interface Focus,2016,A chemo-mechanical free-energy-based approach to model durotaxis and extracellular stiffness-dependent contraction and polarization of cells,"Shenoy VB, Wang H, Wang X",U54 CA193417,,,,,,,"contraction, extracellular matrix, durotaxis, stiffness, mathematical modeling",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,metastasis,,Not Applicable,,,"contraction, extracellular matrix, durotaxis, stiffness, mathematical modeling",Center,,CA193417,Physical Science Oncology Center at Penn
4796,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27989676,Curr Biol,2018,DNA Damage Follows Repair Factor Depletion and Portends Genome Variation in Cancer Cells after Pore Migration,"Irianto J, Xia Y, Pfeifer CR, Athirasala A, Ji J, Alvey C, Tewari M, Bennett RR, Harding SM, Liu AJ, Greenberg RA, Discher DE",U54 CA193417,,,,,,,"DNA damage, DNA repair, cancer, copy number variation, extracellular matrix, lamina, migration, motility, nuclear envelope, rupture, RNA-seq, FISH, imaging, epiflourescence imaging, aCGH, SNP array, DNA microarray",,U54,,,Brain,Not Applicable,Mathematical Modeling,,,,,,,microenvironment,,Brain,,,"DNA damage, DNA repair, cancer, copy number variation, extracellular matrix, lamina, migration, motility, nuclear envelope, rupture, RNA-seq, FISH, imaging, epiflourescence imaging, aCGH, SNP array, DNA microarray",Center,3,CA193417,Physical Science Oncology Center at Penn
4943,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29454938,Cell Syst,2019,Rare Cell Detection by Single-Cell RNA Sequencing as Guided by Single-Molecule RNA FISH,"Torre E, Dueck H, Shaffer S, Gospocic J, Gupte R, Bonasio R, Kim J, Murray J, Raj A",U54 CA193417,,,,,,,,,U54,,,Not Applicable,Not Applicable,,,,,,,,heterogeneity/evolution,,Not Applicable,,,,Center,,CA193417,Physical Science Oncology Center at Penn
4966,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29694862,Biophys J,2018,"Multivalent Binding of a Ligand-Coated Particle: Role of Shape, Size, and Ligand Heterogeneity","McKenzie M, Ha SM, Rammohan A, Radhakrishnan R, Ramakrishnan N",U54 CA193417,,,,,,,,,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,,Center,2,CA193417,Physical Science Oncology Center at Penn
4979,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29401442,Biophys J,2019,Mechanisms of Plastic Deformation in Collagen Networks Induced by Cellular Forces,"Ban E, Franklin JM, Nam S, Smith LR, Wang H, Wells RG, Chaudhuri O, Liphardt JT, Shenoy VB",U54 CA193417,,,,,,,,,U54,,,Not Applicable,Not Applicable,Rheology,,,,,,,microenvironment,,Not Applicable,,,,Center,,CA193417,Physical Science Oncology Center at Penn
4989,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28836761,ACS Nano,2019,"High-Speed ""4D"" Computational Microscopy of Bacterial Surface Motility","de Anda J, Lee EY, Lee CK, Bennett RR, Ji X, Soltani S, Harrison MC, Baker AE, Luo Y, Chou T, O'Toole GA, Armani AM, Golestanian R, Wong GCL",U54 CA193417,,,,,,,,,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,,Center,,CA193417,Physical Science Oncology Center at Penn
4993,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29559526,Proc Natl Acad Sci U S A,2018,Multigenerational memory and adaptive adhesion in early bacterial biofilm communities,"Lee CK, de Anda J, Baker AE, Bennett RR, Luo Y, Lee EY, Keefe JA, Helali JS, Ma J, Zhao K, Golestanian R, O'Toole GA, Wong GCL",U54 CA193417,,,,,,,,,U54,,,Not Applicable,Not Applicable,,,,,,,,,,Not Applicable,,,,Center,,CA193417,Physical Science Oncology Center at Penn
5008,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29786613,J Phys Condens Matter,2018,Biophysics of membrane curvature remodeling at molecular and mesoscopic lengthscales,"Ramakrishnan N, Bradley RP, Tourdot RW, Radhakrishnan R",U54 CA193417,,,,,,,,,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,,,Not Applicable,,,,Center,2,CA193417,Physical Science Oncology Center at Penn
5037,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29941873,Nat Methods,2018,SAVER: gene expression recovery for single-cell RNA sequencing,"Huang M, Wang J, Torre E, Dueck H, Shaffer S, Bonasio R, Murray JI, Raj A, Li M, Zhang NR",U54 CA193417,,,,,,,,,U54,,,Not Applicable,Not Applicable,FISH,,,,,,,,,Not Applicable,,,,Center,,CA193417,Physical Science Oncology Center at Penn
5039,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28858529,Biomacromolecules,2018,"Soft Substrates Containing Hyaluronan Mimic the Effects of Increased Stiffness on Morphology, Motility, and Proliferation of Glioma Cells","Pogoda K, Bucki R, Byfield FJ, Cruz K, Lee T, Marcinkiewicz C, Janmey PA",U54 CA193417,,,,,,,,,U54,,,Brain,Not Applicable,Fluorescent Antibody Procedure,,,,,,,,,Brain,,,,Center,1,CA193417,Physical Science Oncology Center at Penn
5054,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=30171044,J Cell Biol,2018,Nuclear rupture at sites of high curvature compromises retention of DNA repair factors,"Xia Y, Ivanovska IL, Zhu K, Smith L, Irianto J, Pfeifer CR, Alvey CM, Ji J, Liu D, Cho S, Bennett RR, Liu AJ, Greenberg RA, Discher DE",U54 CA193417,,,,,,,,,U54,,,Not Applicable,Not Applicable,Atomic Force Microscopy,,,,,,,,,Not Applicable,,,,Center,3,CA193417,Physical Science Oncology Center at Penn
5138,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29451777,Bioconjug Chem,2019,Filomicelles Deliver a Chemo-Differentiation Combination of Paclitaxel and Retinoic Acid That Durably Represses Carcinomas in Liver to Prolong Survival,"Nair PR, Alvey C, Jin X, Irianto J, Ivanovska I, Discher DE",U54 CA193417,,,,,,,,,U54,,,Not Applicable,Not Applicable,Unspecified,,,,,,,drug resistance/sensitivity,,Not Applicable,,,,Center,3,CA193417,Physical Science Oncology Center at Penn
5220,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/28607484,Nature,2017,Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance,"Shaffer SM, Dunagin MC, Torborg SR, Torre EA, Emert B, Krepler C, Beqiri M, Sproesser K, Brafford PA, Xiao M, Eggan E, Anastopoulos IN, Vargas-Garcia CA, Singh A, Nathanson KL, Herlyn M, Raj A",U54 CA193417,,,,,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97682 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97681 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97680 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97679",,"cancer therapeutic resistance, cellular noise, single-cell imaging",,U54,"syn12976715,syn12976714,syn12976713",syn12976708,Not Applicable,Not Applicable,FISH,,"GSE97679,GSE97680,GSE97681",Drug-induced reprogramming as a mode of cancer drug resistance,10.1038/nature22794,skin,University of Pennsylvania,,,Not Applicable,,,,Center,,CA193417,Physical Science Oncology Center at Penn
5223,196,syn7349747,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/28953887,Nature,2018,PAK signalling drives acquired drug resistance to MAPK inhibitors in BRAF-mutant melanomas,"Lu H, Liu S, Zhang G, Bin Wu, Zhu Y, Frederick DT, Hu Y, Zhong W, Randell S, Sadek N, Zhang W, Chen G, Cheng C, Zeng J, Wu LW, Zhang J, Liu X, Xu W, Krepler C, Sproesser K, Xiao M, Miao B, Liu J, Song CD, Liu JY, Karakousis GC, Schuchter LM, Lu Y, Mills G, Cong Y, Chernoff J, Guo J, Boland GM, Sullivan RJ, Wei Z, Field J, Amaravadi RK, Flaherty KT, Herlyn M, Xu X, Guo W",U54 CA193417,,,,,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE96902 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE96753",,"BRAF inhibition, melanoma, drug resistance",,U54,"syn12976725,syn12976726",syn12976724,Skin,Not Applicable,Mathematical Modeling,,"GSE96753, GSE96902",PAK signaling<U+00A0>and drug resistance,10.1038/nature24040,skin,University of Pennsylvania,,,Skin,,,,Center,,CA193417,Physical Science Oncology Center at Penn
5053,196,syn17084088,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=27502248,Neuro Oncol,2017,Radiogenomics to characterize regional genetic heterogeneity in glioblastoma,"Hu LS, Ning S, Eschbacher JM, Baxter LC, Gaw N, Ranjbar S, Plasencia J, Dueck AC, Peng S, Smith KA, Nakaji P, Karis JP, Quarles CC, Wu T, Loftus JC, Jenkins RB, Sicotte H, Kollmeyer TM, O'Neill BP, Elmquist W, Hoxworth JM, Frakes D, Sarkaria J, Swanson KR, Tran NL, Li J, Mitchell JR",U01 CA220378,,,,,,,,,U01,,,,Glioblastoma,,,,,,,,,,,,,,,1,CA220378,Quantifying Multiscale Competitive Landscapes of Clonal Diversity in Glioblastoma
5113,196,syn17084088,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=30219706,Neoplasia,2018,PDZ-RhoGEF Is a Signaling Effector for TROY-Induced Glioblastoma Cell Invasion and Survival,"Ding Z, Dhruv H, Kwiatkowska-Piwowarczyk A, Ruggieri R, Kloss J, Symons M, Pirrotte P, Eschbacher JM, Tran NL, Loftus JC",U01 CA220378,,,,,,,,,U01,,,Brain,Glioblastoma,Expression Array,,,,,,,metastasis,,Brain,,,,Sage,1,CA220378,Quantifying Multiscale Competitive Landscapes of Clonal Diversity in Glioblastoma
